file_name;line_start;line_end;description;cwe
J18761;182;182;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18764;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18765;19;19;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18765;93;93;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18765;134;134;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18765;184;184;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18766;37;37;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18767;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18767;92;92;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18767;133;133;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18767;183;183;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18770;42;42;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18771;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18771;97;97;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18771;138;138;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18771;188;188;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18772;36;36;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18773;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18773;91;91;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18773;132;132;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18773;182;182;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18774;36;36;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18775;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18775;91;91;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18775;132;132;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18775;182;182;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18780;36;36;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18781;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18781;91;91;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18781;132;132;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18781;182;182;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18782;36;36;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18783;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18783;91;91;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18783;132;132;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18783;182;182;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18784;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18785;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18785;101;101;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18785;150;150;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18785;206;206;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18802;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18803;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18803;68;68;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18806;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18807;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18807;70;70;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18826;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18827;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18827;68;68;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18848;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18849;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18849;40;40;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18860;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18861;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18861;40;40;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18868;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18869;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18869;40;40;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18872;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18873;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18873;45;45;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18892;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18893;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18893;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18904;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18905;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18905;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18914;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18915;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18915;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18934;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18935;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18935;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18936;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18937;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18937;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18938;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18939;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18939;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18940;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18941;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18941;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18942;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18943;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18943;47;47;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18944;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18945;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18945;47;47;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18948;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18949;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18949;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18950;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18951;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18951;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18956;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18957;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18957;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18960;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18961;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18961;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18966;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18966;39;39;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18966;64;64;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18967;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18967;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18967;82;82;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18994;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18995;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J18995;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19000;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19001;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19001;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19024;41;41;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19025;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19025;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19122;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19123;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19123;64;64;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19156;53;53;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19157;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19157;63;63;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19344;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19345;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19345;63;63;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19346;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19347;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19347;63;63;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19354;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19355;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19355;63;63;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19374;34;34;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19375;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19375;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19382;35;35;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19383;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19383;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19400;36;36;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19401;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19401;66;66;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19588;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19588;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19589;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19648;6;6;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19649;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19720;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19720;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19721;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19730;8;8;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19731;24;24;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19736;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19737;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19740;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19740;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19741;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19742;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19742;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19743;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19758;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19758;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19759;48;48;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19760;7;7;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19761;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19761;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19852;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19853;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19853;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19854;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19855;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19855;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19858;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19859;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19859;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19860;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19861;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19861;60;60;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19862;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19863;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19863;60;60;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19864;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19865;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19865;65;65;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19866;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19867;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19867;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19870;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19871;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19871;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19874;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19875;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19875;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19876;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19877;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19877;59;59;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19878;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19879;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19879;64;64;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19884;57;57;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19884;66;66;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19884;77;77;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19885;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19885;70;70;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19885;125;125;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19898;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19899;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19899;35;35;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19899;90;90;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19899;149;149;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19954;40;40;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19955;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19955;34;34;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19955;80;80;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J19955;130;130;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20008;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20009;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20009;35;35;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20009;90;90;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20009;149;149;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20098;54;54;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20099;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20099;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20099;110;110;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20099;176;176;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20118;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20119;8;8;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20119;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20119;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20119;86;86;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20208;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20209;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20209;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20209;63;63;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20209;97;97;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20212;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20213;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20213;32;32;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20213;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20213;96;96;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20302;34;34;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20303;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20303;35;35;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
